id,name,location,city,state,interchange_railroads,capacity,hazmat_suited,rail_services,facility_types,track_types,about,url,scraped_at
681,"River Queen, KY (Station Code 31300) c/o Motive Rail Inc. Storage","Paducah, KY",Paducah,KY,"BNSF, CN, CSX, NS",200 total spaces,Yes,Cherry Picking,Storage Yard,Ladder,"Rail Car Storage - Forward Storage- Regional Distribution Center (RDC) tailored to the needs of those requiring storage-in-transit

Paducah and Louisville Railroad - River Queen, KY (Station Code 31300) c/o Motive Rail Inc. Storage - (This facility is gated, fenced and on site security personnel).

This facility can accommodate loaded/empty hazardous materials - Plastic- Agricultural Products - with the ability to cherry-pick cars.

Paducah and Louisville  Railroad - offers service options in interchange to Class 1 Railroads - Canadian National/Illinois Central - BNSF - CSXT - NS.

Motive Rail Inc. is a railcar storage provider that specializes in hazardous and non-hazardous railcar storage. We provide storage for any type privately marked, empty, or loaded railcar.  We offer flexible terms, competitive rates, and premium service.

As an expert in managing this process, Motive Rail Inc. Car Storage has established SIT-Ready storage sites In the Midwest; with service options for our Class 1 Railroads. This SIT process has been described as “a warehouse on wheels.” Motive rail Inc. sees this strategy most commonly used, but not limited to the Plastic Resin Industry.",https://www.commtrex.com/railcar-storage/location/681.html,2026-02-10T02:49:18.129116
292,R.J. Corman Railroad Company/Memphis Line,"Guthrie, KY",Guthrie,KY,CSX,200 total spaces,No,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning",Short Line,none provided,"Interchange with CSX at GUTHRIE, KY and BOWLING GREEN, KY",https://www.commtrex.com/railcar-storage/location/292.html,2026-02-10T02:49:20.544865
288,R.J. Corman Railroad Company/Bardstown Line,"Shepherdsville, KY",Shepherdsville,KY,CSX,24 total spaces,No,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning",Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/288.html,2026-02-10T02:49:22.914328
255,Louisiana and North West Railroad,"Gibsland, LA",Gibsland,LA,"KCS, UP",210 total spaces,No,Cherry Picking,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/255.html,2026-02-10T02:49:25.334487
272,New Orleans and Gulf Coast Railway,"Westwego, LA",Westwego,LA,UP,190 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/272.html,2026-02-10T02:49:27.745737
615,Michigan Shore Railroad,"Holland, MI",Holland,MI,CSX,366 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/615.html,2026-02-10T02:49:30.136697
612,Huron and Eastern Railway,"Durand, MI",Durand,MI,CN,500 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/612.html,2026-02-10T02:49:32.545423
474,"Flint, MI","Flint, MI",Flint,MI,"CN, CSX","1,000 total spaces",Yes,"Cherry Picking, Railcar Repair, Stripe Aligning","Repair Shop, Short Line, Storage Yard",none provided,"Storage locations available in Flint, MI and Saginaw, MI.  Storage of loaded or empty railcars, locomotives, and other rail equipment.  Repair facility access available.",https://www.commtrex.com/railcar-storage/location/474.html,2026-02-10T02:49:34.944353
468,Faribault Line,"Faribault, MN",Faribault,MN,"CP, UP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/468.html,2026-02-10T02:49:37.389130
322,Red River Valley & Western Railroad,"Breckenridge, MN",Breckenridge,MN,"BNSF, CP","2,100 total spaces",Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification","Repair Shop, Short Line",FILO,,https://www.commtrex.com/railcar-storage/location/322.html,2026-02-10T02:49:39.818347
469,Jesse James,"Lakeville, MN",Lakeville,MN,"CP, UP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/469.html,2026-02-10T02:49:42.214747
466,Dan Patch Line,"Minneapolis, MN",Minneapolis,MN,CP,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/466.html,2026-02-10T02:49:44.601539
461,Cannon Valley Railroad,"Cannon Falls, MN",Cannon Falls,MN,UP,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/461.html,2026-02-10T02:49:47.083628
758,Pattison Railcar Solutions - Minneapolis,"Saint Paul, MN",Saint Paul,MN,"BNSF, CN, CP, CSX, KCS, NS, UP",500 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Repair Shop, Storage Yard",Ladder,"We have creative storage solution that provides a quick, easy solution to Demurrage, Storage, Detention, empty car moves and possibly car returns - on your site.",https://www.commtrex.com/railcar-storage/location/758.html,2026-02-10T02:49:49.512136
521,Northern Plains,"Thief River Falls, MN",Thief River Falls,MN,CP,"1,500 total spaces",Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification",Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/521.html,2026-02-10T02:49:52.020858
467,Eagandale,"Rosemount, MN",Rosemount,MN,"CP, UP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/467.html,2026-02-10T02:49:54.410767
756,"Pattison Railcar Solutions - St. Louis, MO","St. Louis, MO",St. Louis,MO,"BNSF, CN, CP, CSX, KCS, NS, UP",500 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Repair Shop, Storage Yard",Ladder,"We have creative storage solution that provides a quick, easy solution to Demurrage, Storage, Detention, empty car moves and possibly car returns - on your site.",https://www.commtrex.com/railcar-storage/location/756.html,2026-02-10T02:49:56.852011
429,Foster Townsend  Rail Logistics,"St. Louis, MO",St. Louis,MO,"BNSF, CN, CP, CSX, NS, UP",600 total spaces,Yes,Cherry Picking,"Repair Shop, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/429.html,2026-02-10T02:49:59.311717
777,"Missouri Eastern Railroad, LLC Railcar Storage FacilityFeatured","St. Louis, MO",St. Louis,MO,"BNSF, CN, CP, CSX, KCS, NS, UP",200 total spaces,Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning",Short Line,Ladder,"Jaguar Transport Holdings, LLC is an established logistics company providing services throughout the United States. With over five decades of combined transportation experience in the leadership team, we at Jaguar Transport utilize our expertise to offer customers the safest, most efficient, and cost-effective solutions for their shipping, storage, and transloading needs.",https://www.commtrex.com/railcar-storage/location/777.html,2026-02-10T02:50:01.699768
403,Ozark Valley Railroad,"Mexico, MO",Mexico,MO,"KCS, NS",-- total spaces,Yes,none provided,Short Line,FILO,,https://www.commtrex.com/railcar-storage/location/403.html,2026-02-10T02:50:04.127244
682,"Chillicothe, MO","Chillicothe, MO",Chillicothe,MO,CP,250 total spaces,Yes,"Cherry Picking, Hazardous Storage","Short Line, Storage Yard",Ladder,"Missouri North Central Railroad, where we perform rail logistics and distributions services as Canadian Pacific’s Short Line Partner, in Chillicothe, MO.
Motive Rail offers a wide array of transloading options to transfer your customers product between different modes of transportation (truck to rail or rail to truck) for final delivery to destination.  

Our location in Chillicothe, MO. is served by Canadian Pacific, which
allows Motive Rail as a Supply Storage Partner to connect to numerous routing options across Canada and the U.S. with excellent North American reach through gateways with all Class 1 railways, Canadian and U.S. shortline and regional partners, and Atlantic and Pacific port facilities.?  Offering a wide variety of routing options for your customers car fleet, allowing easy reconsignment to alternate destinations.  Motive Rail staffing and locomotive power are in place and capable of commencing operations immediately.  
 
Missouri is bordered by eight states providing access to even more markets and customers with 51 percent of U.S. households and 50 percent of U.S. manufacturing establishments.",https://www.commtrex.com/railcar-storage/location/682.html,2026-02-10T02:50:06.696025
222,Columbia Terminal,"Centralia, MO",Centralia,MO,NS,-- total spaces,No,none provided,Short Line,FILO,,https://www.commtrex.com/railcar-storage/location/222.html,2026-02-10T02:50:09.132248
780,"Kansas City West Bottoms Railroad, LLC Railcar Storage FacilityFeatured","Kansas City, MO",Kansas City,MO,UP,60 total spaces,No,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning",Short Line,Ladder,"Jaguar Transport Holdings, LLC is an established logistics company providing services throughout the United States. With over five decades of combined transportation experience in the leadership team, we at Jaguar Transport utilize our expertise to offer customers the safest, most efficient, and cost-effective solutions for their shipping, storage, and transloading needs.",https://www.commtrex.com/railcar-storage/location/780.html,2026-02-10T02:50:11.566951
603,Columbus and Greenville Railway,"Greenwood, MS",Greenwood,MS,"BNSF, CN, CSX, KCS, NS",440 total spaces,Yes,none provided,"Repair Shop, Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/603.html,2026-02-10T02:50:14.021801
679,Gulf & Ship Island Railroad,"Gulfport, MS",Gulfport,MS,"CSX, KCS",110 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair, Stripe Aligning","Short Line, Storage Yard","FILO, Ladder",Transloading of all commodities is available in the Bernard Bayou Industrial Park.,https://www.commtrex.com/railcar-storage/location/679.html,2026-02-10T02:50:16.439691
236,Golden Triangle Railroad,"Columbus, MS",Columbus,MS,"BNSF, KCS, NS",100 total spaces,No,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/236.html,2026-02-10T02:50:18.857322
285,R.J. Corman Railroad Company/Tennessee Terminal,"Olive Branch, MS",Olive Branch,MS,BNSF,176 total spaces,No,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning",Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/285.html,2026-02-10T02:50:21.229836
766,Swan Lake Railcar Storage FacilityVerified,"Glendora, MS",Glendora,MS,"BNSF, CN, CP, CSX, KCS, NS, UP","5,000 total spaces",Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Short Line, Storage Yard",FILO,,https://www.commtrex.com/railcar-storage/location/766.html,2026-02-10T02:50:23.623075
767,Clarksdale MS,"Glendora, MS",Glendora,MS,CN,"5,000 total spaces",Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Short Line, Storage Yard",FILO,We have two huge yards in Clarksdale MS. We have 16 miles of main line that runs toward Lula MS out of Clarksdale with several mile long sidings to store rail cars on. We have another main that runs toward Dolan MS with a number of storage tracks.,https://www.commtrex.com/railcar-storage/location/767.html,2026-02-10T02:50:25.978465
491,Montana Rail Link,"Laurel, MT",Laurel,MT,BNSF,"1,500 total spaces",Yes,"Cherry Picking, Stripe Aligning","Repair Shop, Short Line, Storage Yard","FILO, Ladder","Class I Mainline Access/Shortline Service & Pricing:
Montana Rail Link is ""on your route"" in the Pacific Northwest and part of the greater BNSF network.  When you find yourself looking to optimize your railcar fleet and storage is part of your car management needs, then MRL is your solution.  Whether loaded or empty, multiple unit trains or smaller blocks, short-term or long-term, MRL can offer solutions.  MRL has the ability to interchange with BNSF in Laurel, MT, Spokane, WA and Garrison, MT.",https://www.commtrex.com/railcar-storage/location/491.html,2026-02-10T02:50:28.370328
208,"Butte, Anaconda & Pacific Railway","Dillon, MT",Dillon,MT,"BNSF, UP",835 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/208.html,2026-02-10T02:50:30.830718
701,Charlotte Western Railroad Railcar Storage FacilityFeatured,"Gastonia, NC",Gastonia,NC,"CSX, NS",150 total spaces,Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning",Short Line,Ladder,"Jaguar Transport Holdings, LLC is an established logistics company providing services throughout the United States. With over five decades of combined transportation experience in the leadership team, we at Jaguar Transport utilize our expertise to offer customers the safest, most efficient, and cost-effective solutions for their shipping, storage, and transloading needs.",https://www.commtrex.com/railcar-storage/location/701.html,2026-02-10T02:50:33.262358
400,Piedmont and Northern Railroad,"Gastonia, NC",Gastonia,NC,NS,100 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/400.html,2026-02-10T02:50:35.651841
778,"Kinston Railroad, LLC Railcar Storage FacilityFeatured","Cove City, NC",Cove City,NC,NS,300 total spaces,Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning",Short Line,FILO,"Jaguar Transport Holdings, LLC is an established logistics company providing services throughout the United States. With over five decades of combined transportation experience in the leadership team, we at Jaguar Transport utilize our expertise to offer customers the safest, most efficient, and cost-effective solutions for their shipping, storage, and transloading needs.",https://www.commtrex.com/railcar-storage/location/778.html,2026-02-10T02:50:38.041071
106,Kinston & Snow Hill Railroad,"Cove City, NC",Cove City,NC,NS,50 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/106.html,2026-02-10T02:50:40.474817
109,Laurinburg & Southern,"Laurinburg, NC",Laurinburg,NC,CSX,5 total spaces,No,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/109.html,2026-02-10T02:50:42.904104
699,"Badin, NC","New London, NC",New London,NC,"CSX, NS",300 total spaces,No,none provided,Short Line,FILO,"Shortline Railroad with storage space available.  Generally EMPTY NON Haz, at this location.",https://www.commtrex.com/railcar-storage/location/699.html,2026-02-10T02:50:45.301341
110,Yadkin Valley Railroad,"Winston-Salem, NC",Winston-Salem,NC,NS,5 total spaces,No,none provided,"Short Line, Storage Yard",FILO,,https://www.commtrex.com/railcar-storage/location/110.html,2026-02-10T02:50:47.702326
